time,latitude,longitude,altitude
2024-09-13 11:40:20,58.37705587392232,26.728796882271407,179.8168490842412
2024-09-13 11:40:21,58.377281253037964,26.72953366990937,162.75098346626456
2024-09-13 11:40:22,58.37776849445473,26.729496093576774,172.09896474283943
2024-09-13 11:40:23,58.37879815962788,26.729295389676164,165.457213751476
2024-09-13 11:40:24,58.37773446104721,26.72867568998796,167.33906558566594
2024-09-13 11:40:25,58.378615669752364,26.728654932869734,177.46383994073247
2024-09-13 11:40:26,58.378838225050224,26.72988819859677,161.41400575699998
2024-09-13 11:40:27,58.37839231534471,26.7283262489292,168.16022921812527
2024-09-13 11:40:28,58.37790064399753,26.729556321153513,175.92605738537043
2024-09-13 11:40:29,58.37780351135715,26.728536642659165,169.42382470861764
2024-09-13 11:40:30,58.37789963436846,26.729537465358824,164.73914397821886
2024-09-13 11:40:31,58.37834447380235,26.729476054019237,163.0540749949585
2024-09-13 11:40:32,58.37893815872121,26.729686843440405,179.2595875892079
2024-09-13 11:40:33,58.3774174797995,26.729551429397976,166.13520075003387
2024-09-13 11:40:34,58.37883591822005,26.72854369118459,163.82954738269237
2024-09-13 11:40:35,58.37703960448614,26.72900355232418,177.14071338141576
2024-09-13 11:40:36,58.377061313932124,26.72810661080769,170.00515991422867
2024-09-13 11:40:37,58.378700374086286,26.72985147289431,161.61447122260086
2024-09-13 11:40:38,58.37782550831338,26.72873980697644,162.00475748060774
2024-09-13 11:40:39,58.37707691128213,26.729367641795854,169.51925350803447
2024-09-13 11:40:40,58.37806628244715,26.72979678556659,170.70646022222846
2024-09-13 11:40:41,58.37755284346569,26.72827197991178,176.02375401501246
2024-09-13 11:40:42,58.377643111200776,26.729240936683453,161.11171999152958
2024-09-13 11:40:43,58.37735115946513,26.72975442581312,163.56689745418802
2024-09-13 11:40:44,58.37797455985339,26.728940049465738,173.88847514075374
2024-09-13 11:40:45,58.37727200996262,26.729833960725824,163.05504489313554
2024-09-13 11:40:46,58.37863265744422,26.728664763556942,166.9633080329112
2024-09-13 11:40:47,58.3771711503877,26.72845902529102,161.57202044899165
2024-09-13 11:40:48,58.37737108934724,26.72833333436311,169.45978414505987
2024-09-13 11:40:49,58.377581895289445,26.729894430487942,178.70138068409474
2024-09-13 11:40:50,58.378254295408226,26.728089176910444,170.9171439172428
2024-09-13 11:40:51,58.377297611302346,26.72831198772744,179.1580651234844
2024-09-13 11:40:52,58.377112935550336,26.72854245188335,173.50739113278578
2024-09-13 11:40:53,58.37779498309599,26.72865898862573,167.4547829560957
2024-09-13 11:40:54,58.378906335104055,26.729604872067274,171.4605995531211
2024-09-13 11:40:55,58.3782849939641,26.72913985082991,164.62437079058688
2024-09-13 11:40:56,58.37870983059363,26.729173468543795,171.02361683773893
2024-09-13 11:40:57,58.37801391760159,26.72892333483456,176.71338441571797
2024-09-13 11:40:58,58.37886829396274,26.72958748252862,179.79228937351988
2024-09-13 11:40:59,58.37822142693759,26.72803369020899,175.29246131532807
2024-09-13 11:41:00,58.378128189525654,26.72835848669337,178.368173299436
